price_paid,sold_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,year,month,day,address,full_address,epc_rating,sqm,council_tax_band,crime_rate,lat,lng,bank_rate,inflation_rate,2_year_95%_LTV,2_year_90%_LTV,2_year_75%_LTV,2_year_60%_LTV,2_year_85%_LTV,regional_employment,regional_gdp,train_station_distance_miles,train_station_name,shopping_mall_distance_miles,shopping_mall_name,leisure_distance_miles,leisure_name,gym_distance_miles,gym_name,park_distance_miles,park_name,proximity_to_london_miles,primary_school_distance_miles,primary_school_name,secondary_school_distance_miles,secondary_school_name,bedrooms,bathrooms,extra_features
375100.0,2023-02-22,SE13 7FD,Flat,N,Leasehold,FLAT 601,ADANA BUILDING,CONINGTON ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,2023.0,2.0,22.0,FLAT 601 ADANA BUILDING CONINGTON ROAD,"Flat 601, Adana Building, Conington Road, London, Greater London Se13 6FD",B,68.0,C,159.6,51.4674421,-0.014441,4.0,10.1,5.86,5.35,4.79,4.71,5.03,74.0,,0.09,Lewisham,0.25,Lewisham Shopping Centre,0.14,Glass Mill Leisure Centre,0.03,Baquba Gym,0.13,Confluence Park,3.71,0.12,Morden Mount Primary School,0.47,Addey and Stanhope School,2.0,2.0,Two bedrooms Two bathooms Open plan living Balcony Close to DLR 
270000.0,2024-02-13,SE13 7FF,Apartment,N,Leasehold,FLAT 309,BAQUBA BUILDING,CONINGTON ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,2024.0,2.0,13.0,FLAT 309 BAQUBA BUILDING CONINGTON ROAD,"Flat 309, Baquba Building, Conington Road, London, Greater London Se13 3FF",C,46.0,B,159.6,51.4676357,-0.0147206,5.25,4.0,5.73,5.26,4.76,4.62,4.99,,,0.1,Lewisham,0.26,Lewisham Shopping Centre,0.15,Glass Mill Leisure Centre,0.02,Baquba Gym,0.14,Confluence Park,3.7,0.11,Morden Mount Primary School,0.41,St Ursula's Convent Secondary School for Girls,1.0,1.0,Silkworks DevelopmentOne bedroom apartmentContemporary kitchenModern bathroomBright living roomPrivate balconyConciergeClose to public transport
420000.0,2022-07-15,E5 9PB,Flat,N,Leasehold,FLAT 8,"ARMSTRONG HOUSE, 146",SOUTHWOLD ROAD,,LONDON,HACKNEY,GREATER LONDON,A,2022.0,7.0,15.0,"FLAT 8 ARMSTRONG HOUSE, 146 SOUTHWOLD ROAD","Flat 8, Armstrong House, 146, Southwold Road, London, Greater London E5 8PB",B,85.0,D,96.94,51.5629413,-0.0490364,1.75,9.4,3.96,3.69,3.48,3.43,3.48,73.2,11577.0,0.22,Clapton,0.92,Kingsland Shopping Centre,0.52,Kings Hall Leisure Centre,0.05,Workout Bars,0.04,North Millfields Recreation Ground,3.36,0.12,Southwold Primary School,0.75,Kelmscott School,,,
625000.0,2023-08-24,NW11 7HH,Apartment,N,Leasehold,FLAT 4,HEATHCROFT,HAMPSTEAD WAY,,LONDON,BARNET,GREATER LONDON,A,2023.0,8.0,24.0,FLAT 4 HEATHCROFT HAMPSTEAD WAY,"Flat 4, Heathcroft, Hampstead Way, London, Greater London Nw11 4HH",E,126.0,E,64.6,51.5717479,-0.1853329,5.25,6.7,6.93,6.57,6.18,6.21,6.35,67.8,,0.88,Hampstead Heath,1.03,Brent Cross Shopping Centre,0.79,Hendon Leisure centre,0.66,TO GYM,0.15,Walled Garden,3.04,0.69,Childs Hill Primary School,0.42,Henrietta Barnett School,2.0,,
1450000.0,2023-05-05,NW11 7TX,Terrace,N,Freehold,,94,TEMPLE FORTUNE LANE,,LONDON,BARNET,GREATER LONDON,A,2023.0,5.0,5.0,94 TEMPLE FORTUNE LANE,"94, Temple Fortune Lane, London, Greater London Nw11 TTX",E,163.0,G,85.5,51.5812183,-0.1970799,4.5,10.1,5.67,5.08,4.72,4.69,4.92,67.8,,0.96,Brent Cross West,0.66,Sentinel Square Shopping Centre,0.57,Hendon Leisure centre,0.05,Zero Gravity Pilates,0.24,Princes Park,3.54,0.17,Garden Suburb Junior School,0.22,Henrietta Barnett School,3.0,,
690000.0,2023-05-10,NW11 7RL,Flat,N,Leasehold,FLAT 1,49,NORTH END ROAD,,LONDON,BARNET,GREATER LONDON,A,2023.0,5.0,10.0,FLAT 1 49 NORTH END ROAD,"Flat 1, 49, North End Road, London, Greater London Nw11 1RL",D,218.0,C,87.9,51.5710185,-0.189922,4.5,10.1,5.67,5.08,4.72,4.69,4.92,67.8,,0.8,Cricklewood,0.92,Brent Cross Shopping Centre,0.68,Hendon Leisure centre,0.62,TO GYM,0.14,Stumpery,3.07,0.18,Ivy House School,0.44,Henrietta Barnett School,,,
265000.0,2023-10-27,N18 2FF,Flat,N,Leasehold,30,"PROWSE COURT, 74",FORE STREET,,LONDON,ENFIELD,GREATER LONDON,A,2023.0,10.0,27.0,"30 PROWSE COURT, 74 FORE STREET","30, Prowse Court, 74, Fore Street, London, Greater London N18 PFF",B,96.0,B,194.8,51.6111359,-0.0649666,5.25,4.6,6.6,6.06,5.6,5.52,5.94,67.9,,0.16,Silver Street,0.56,South Mall,1.55,Waltham Forest Feel Good Centre,0.25,The Gym Group London Tottenham White Hart Lane,0.17,Florence Green Park,4.85,0.05,St John & St James C of E Primary School,0.53,Aylward Academy,,,
372500.0,2024-03-15,E17 6HW,Flat,N,Leasehold,29,"TANSY HOUSE, 23",FOREST ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2024.0,3.0,15.0,"29 TANSY HOUSE, 23 FOREST ROAD","29, Tansy House, 23, Forest Road, London, Greater London E17 THW",B,78.0,C,252.6,51.5872411,-0.042121,5.25,4.0,5.83,5.39,4.96,4.8,5.16,,,0.03,Blackhorse Road,0.5,Tottenham Hale Retail Park,0.61,Walthamstow Leisure Centre,0.05,F45 Training Blackhorse Lane,0.14,Stoneydown Park,4.27,0.16,Stoneydown Park Primary School,0.05,Willowfield School,,,
400000.0,2022-08-12,SE13 7FL,Flat,N,Leasehold,FLAT 503,"HESTER HOUSE, 72 - 78",CONINGTON ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,2022.0,8.0,12.0,"FLAT 503 HESTER HOUSE, 72 - 78 CONINGTON ROAD","Flat 503, Hester House, 72 - 78, Conington Road, London, Greater London Se13 5FL",C,86.0,C,159.6,51.4677277,-0.0137807,1.75,9.9,4.14,3.93,3.6,3.51,3.69,83.0,3841.0,0.1,Lewisham,0.26,Lewisham Shopping Centre,0.15,Glass Mill Leisure Centre,0.02,Baquba Gym,0.13,Confluence Park,3.72,0.11,Morden Mount Primary School,0.75,Deptford Green School,,,
1030000.0,2022-02-11,SE13 7DY,Flat,N,Leasehold,FLAT 2,1,GRANVILLE PARK,,LONDON,LEWISHAM,GREATER LONDON,A,2022.0,2.0,11.0,FLAT 2 1 GRANVILLE PARK,"Flat 2, 1, Granville Park, London, Greater London Se13 2DY",D,361.0,F,31.94,51.4664168,-0.0043641,0.5,6.2,2.72,2.03,1.78,1.65,1.87,83.0,3841.0,0.24,Lewisham,0.28,Lewisham Shopping Centre,0.27,Glass Mill Leisure Centre,0.21,PureGym London Lewisham,0.22,Blackheath Common,3.97,0.13,St Matthew Academy,0.93,Prendergast Ladywell School,,,
435000.0,2023-02-10,SE13 7DX,Flat,N,Leasehold,FLAT 3,58,GRANVILLE PARK,,LONDON,LEWISHAM,GREATER LONDON,A,2023.0,2.0,10.0,FLAT 3 58 GRANVILLE PARK,"Flat 3, 58, Granville Park, London, Greater London Se13 3DX",D,82.0,D,31.94,51.4657911,-0.0061766999999999,4.0,10.1,5.86,5.35,4.79,4.71,5.03,74.0,,0.19,Lewisham,0.23,Lewisham Shopping Centre,0.21,Glass Mill Leisure Centre,0.16,PureGym London Lewisham,0.16,Confluence Park,3.94,0.16,St Matthew Academy,0.87,Prendergast Ladywell School,,,
375000.0,2022-02-21,SE28 0EE,Terraced,N,Freehold,,3,CARRONADE PLACE,,LONDON,GREENWICH,GREATER LONDON,A,2022.0,2.0,21.0,3 CARRONADE PLACE,"3, Carronade Place, London, Greater London Se28 CEE",C,105.0,C,73.75,51.49455589999999,0.0804524,0.5,6.2,2.72,2.03,1.78,1.65,1.87,76.2,5886.0,0.24,Plumstead,0.81,Cannon Retail Park,0.46,Waterfront Leisure Centre,0.12,Gaia Fitness Collective Ltd,0.13,Broadwater Green,5.85,0.1,Heronsgate Primary School,1.07,Kingsford,3.0,1.0,14ft Living Room14ft Modern Fitted Kitchen/Dining RoomFirst Floor BathroomLow Maintenance Rear GardenOff Street ParkingDouble Glazing And Central Heating
285000.0,2023-07-10,SE28 0EQ,Flat,N,Leasehold,,40,GARRICK DRIVE,,LONDON,GREENWICH,GREATER LONDON,A,2023.0,7.0,10.0,40 GARRICK DRIVE,"40, Garrick Drive, London, Greater London Se28 GEQ",C,74.0,B,73.75,51.4935309,0.0814574,5.25,6.8,6.88,6.49,6.22,6.22,6.35,83.2,,0.19,Plumstead,0.99,Gallions Reach Shopping Park,0.49,Waterfront Leisure Centre,0.15,Shanti Fitness,0.09,Broadwater Green,5.88,0.06,Heronsgate Primary School,1.12,Kingsford,2.0,1.0,2 Double BedroomsShare of FreeholdChain Free or with Tenants in SituAllocated Parking SpaceAccess to the Communal GardenCouncil Tax Band: BEPC Rating: CService Charge: £983.07 every 6 months
405000.0,2024-03-04,E5 9RP,Flat,N,Leasehold,FLAT 43,FENLAND HOUSE,HARRY ZEITAL WAY,,LONDON,HACKNEY,GREATER LONDON,A,2024.0,3.0,4.0,FLAT 43 FENLAND HOUSE HARRY ZEITAL WAY,"Flat 43, Fenland House, Harry Zeital Way, London, Greater London E5 4RP",C,83.0,D,106.1,51.5639793,-0.048184,5.25,4.0,5.83,5.39,4.96,4.8,5.16,,,0.26,Clapton,0.97,Kingsland Shopping Centre,0.57,Kings Hall Leisure Centre,0.25,BLOK Clapton,0.05,Foothpath leading to Morris Court,3.4,0.15,Southwold Primary School,0.7,Kelmscott School,2.0,2.0,Two Double BedroomsChain FreePrivate BalconyFantastic ConditionMoments from Millfields Park and Hackney Marshes
598000.0,2023-03-31,E5 9QJ,Terraced,N,Freehold,,31B,COTESBACH ROAD,,LONDON,HACKNEY,GREATER LONDON,A,2023.0,3.0,31.0,31B COTESBACH ROAD,"31B, Cotesbach Road, London, Greater London E5 CQJ",D,210.0,C,95.7,51.5588793,-0.051908,4.25,10.1,5.77,5.23,4.74,4.57,4.98,81.5,,0.17,Clapton,0.75,Kingsland Shopping Centre,0.34,Kings Hall Leisure Centre,0.11,BLOK Clapton,0.08,South Millfields Recreation Ground,3.18,0.19,Al Falah Primary Schools,0.41,"Mossbourne Community Academy, Hackney Downs",3.0,1.0,Moments From Millfields ParkThree BedroomsOpportunity to ModerniseBasementFantastic LocationNo Onward ChainClose to Popular Schools
1900000.0,2022-10-17,NW11 8TH,House,N,Freehold,,20,BASING HILL,,LONDON,BARNET,GREATER LONDON,A,2022.0,10.0,17.0,20 BASING HILL,"20, Basing Hill, London, Greater London Nw11 BTH",D,367.0,G,44.72,51.5700012,-0.2032958,2.25,11.1,6.42,6.2,5.99,5.94,6.17,70.9,9633.0,0.54,Cricklewood,0.58,Brent South Shopping Park,0.35,Hendon Leisure centre,0.35,Hendon Leisure centre,0.1,Basing Hill Park,3.21,0.18,Wessex Gardens Primary School,0.42,Whitefield School,4.0,1.0,4/5 Bedrooms2/3 Reception RoomsSeparate AnnexeDelightful Front & Rear GardensOff Street ParkingHuge Scope for EnlargementChain FreeEPC Rating: CCouncil Tax Band: G
541000.0,2022-12-19,E6 1DE,Terraced,N,Freehold,,8,EDITH ROAD,,LONDON,NEWHAM,GREATER LONDON,A,2022.0,12.0,19.0,8 EDITH ROAD,"8, Edith Road, London, Greater London E6 EDE",D,128.3,C,95.9,51.5391437,0.0430447,3.5,10.7,6.3,6.0,5.43,5.33,5.57,76.1,7268.0,0.44,Woodgrange Park,0.33,East Shopping Centre,0.46,East Ham Leisure Centre,0.22,The Gym Group London East Ham High Street,0.1,Plashet Park Ornamental Garden,5.01,0.16,William Davies Primary School - East Ham,0.53,Little Ilford School,4.0,,Four Double BedroomsSpacious LoungeDining RoomFantastic Fitted  Kitchen ( Centre Island)Ground Floor CloakroomFirst Floor BathroomLovely Low Maintenance Rear GardenVirtual Viewings Available!!
385000.0,2024-03-07,SE28 0HL,Semi-Detached,N,Freehold,,20,WARE POINT DRIVE,,LONDON,GREENWICH,GREATER LONDON,B,2024.0,3.0,7.0,20 WARE POINT DRIVE,"20, Ware Point Drive, London, Greater London Se28 WHL",C,142.0,D,55.7,51.5000484,0.0856305,5.25,4.0,5.83,5.39,4.96,4.8,5.16,,,0.45,Plumstead,0.56,Cannon Retail Park,0.65,Waterfront Leisure Centre,0.44,Phoenix Gym,0.21,Gallions Reach Park,5.97,0.27,Discovery Primary School,1.02,Kingsford,3.0,,
360000.0,2022-04-18,N18 2RY,Terraced,N,Freehold,,195,MIDDLEHAM ROAD,,LONDON,ENFIELD,GREATER LONDON,A,2022.0,4.0,18.0,195 MIDDLEHAM ROAD,"195, Middleham Road, London, Greater London N18 MRY",D,112.0,C,194.8,51.6087619,-0.0633651,1.0,9.0,2.95,2.58,2.35,2.25,2.46,70.2,7886.0,0.27,White Hart Lane,0.65,South Mall,1.46,Waltham Forest Feel Good Centre,0.16,The Gym Group London Tottenham White Hart Lane,0.2,Florence Green Park,4.78,0.14,Brook House Primary School,1.01,Riverside School,2.0,1.0,Kings Are Pleased To Present ThisTwo Bedroom Terraced House1950's StyleSpacious Through LoungeConservatoryFirst Floor BathroomSouth Facing Rear GardenDouble Glazing & Gas Central HeatingBorders Of Tottenham N17Chain Free
215000.0,2022-08-16,N18 2SZ,Flat,N,Leasehold,FLAT 40,REGAN HOUSE,SNELLS PARK,,LONDON,ENFIELD,GREATER LONDON,B,2022.0,8.0,16.0,FLAT 40 REGAN HOUSE SNELLS PARK,"Flat 40, Regan House, Snells Park, London, Greater London N18 4SZ",C,71.0,A,149.6,51.6099419,-0.0667523,1.75,9.9,4.14,3.93,3.6,3.51,3.69,70.2,7886.0,0.21,Silver Street,0.63,South Mall,0.95,Tottenham Green Pools & Fitness,0.61,The Gym Group London Tottenham High Road,0.24,Florence Green Park,4.79,0.05,St John & St James C of E Primary School,0.52,Aylward Academy,2.0,1.0,Gas Central HeatingDouble GlazingFitted KitchenModern BathroomTwo Double BedroomsPart FurnishedWalking Distance to White Hart Lane and Silver Street Overground Stations
570000.0,2023-09-08,E17 6LN,Terraced,N,Freehold,,11,ICKWORTH PARK ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2023.0,9.0,8.0,11 ICKWORTH PARK ROAD,"11, Ickworth Park Road, London, Greater London E17 ILN",D,129.0,C,55.62,51.58695609999999,-0.0331393,5.25,6.7,6.75,6.37,5.91,5.93,6.14,73.7,,0.21,Blackhorse Road,0.3,17&Central,0.49,Walthamstow Leisure Centre,0.16,E17 Gym,0.14,Stoneydown Park,4.41,0.1,Stoneydown Park Primary School,0.21,Willowfield School,2.0,1.0,Two BedroomsChain-freePotential To Extend (STPP)Close to Walthamstow Central & Blackhorse Road StationsWest Facing GardenQuiet Residential Location
521000.0,2023-04-19,E17 6LU,Flat,N,Leasehold,,100A,EDWARD ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2023.0,4.0,19.0,100A EDWARD ROAD,"100A, Edward Road, London, Greater London E17 ELU",C,71.0,B,109.2,51.5824322,-0.0395415,4.5,10.1,5.65,5.07,4.6,4.53,4.88,73.7,,0.19,St. James Street,0.43,17&Central,0.41,Walthamstow Leisure Centre,0.19,East London Boxing Club,0.14,Stoneydown Park,4.15,0.05,Coppermill Primary School,0.17,Willowfield School,1.0,1.0,Approx. 473 Sq. Ft.One BedroomKitchen/DinerClose to TubeSole use Rear GardenChain FreeCouncil Tax Band BEPC Rating DLeasehold 150 years remaining
401000.0,2023-01-19,E17 6LU,Flat,N,Leasehold,,42,EDWARD ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2023.0,1.0,19.0,42 EDWARD ROAD,"42, Edward Road, London, Greater London E17 ELU",C,71.0,C,109.2,51.5824322,-0.0395415,3.5,10.1,6.02,5.66,5.14,5.01,5.26,73.7,,0.19,St. James Street,0.43,17&Central,0.41,Walthamstow Leisure Centre,0.19,East London Boxing Club,0.14,Stoneydown Park,4.15,0.05,Coppermill Primary School,0.17,Willowfield School,1.0,1.0,Approx. 464 Sq. Ft.One BedroomWarner BuiltSole use GardenOriginal FeaturesKitchen/DinerLong LeaseSt. James Location
350000.0,2023-07-07,E5 9UE,Flat,N,Leasehold,FLAT 305,HUNTSWHARF HOUSE,LEASIDE ROAD,,LONDON,HACKNEY,GREATER LONDON,B,2023.0,7.0,7.0,FLAT 305 HUNTSWHARF HOUSE LEASIDE ROAD,"Flat 305, Huntswharf House, Leaside Road, London, Greater London E5 3UE",B,100.0,C,128.9,51.5671942,-0.0511633,5.25,6.8,6.88,6.49,6.22,6.22,6.35,81.5,,0.29,Clapton,0.89,Tottenham Hale Retail Park,0.7,Kings Hall Leisure Centre,0.22,Lee Valley Ice Centre Gym,0.1,Walthamstow Marshes,3.45,0.1,Harrington Hill Primary School,0.68,Kelmscott School,,,
270000.0,2023-10-27,E5 9RP,Flat,N,Leasehold,FLAT 21,FENLAND HOUSE,HARRY ZEITAL WAY,,LONDON,HACKNEY,GREATER LONDON,A,2023.0,10.0,27.0,FLAT 21 FENLAND HOUSE HARRY ZEITAL WAY,"Flat 21, Fenland House, Harry Zeital Way, London, Greater London E5 2RP",C,83.0,C,106.1,51.5639793,-0.048184,5.25,4.6,6.6,6.06,5.6,5.52,5.94,81.5,,0.26,Clapton,0.97,Kingsland Shopping Centre,0.57,Kings Hall Leisure Centre,0.08,"Workout bars, Calisthenic park, outdoor gym",0.05,Foothpath leading to Morris Court,3.4,0.15,Southwold Primary School,0.7,Kelmscott School,,,
611000.0,2023-06-30,E17 6LJ,Terraced,N,Freehold,,8,HERVEY PARK ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2023.0,6.0,30.0,8 HERVEY PARK ROAD,"8, Hervey Park Road, London, Greater London E17 HLJ",D,110.0,C,55.62,51.5867132,-0.0342037,5.0,10.1,6.28,5.75,5.49,5.47,5.59,73.7,,0.18,Blackhorse Road,0.32,17&Central,0.49,Walthamstow Leisure Centre,0.17,Move Strong London,0.11,Stoneydown Park,4.38,0.28,Coppermill Primary School,0.18,Willowfield School,2.0,1.0,Approx. 900 Sq. Ft.Two Bedroom HouseTwo Reception RoomsClose to TubeModern Fitted KitchenWest Facing GardenFantastic Condition ThroughoutCouncil Tax Band C
439000.0,2022-02-21,SE13 7HZ,Terraced,N,Freehold,,143A,LADYWELL ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,2022.0,2.0,21.0,143A LADYWELL ROAD,"143A, Ladywell Road, London, Greater London Se13 LHZ",D,167.0,B,81.1,51.45696,-0.0258358,0.5,6.2,2.72,2.03,1.78,1.65,1.87,83.0,3841.0,0.18,Ladywell,0.43,Lewisham Shopping Centre,0.45,Glass Mill Leisure Centre,0.19,Maroon Fitness,0.13,Ladywell Green,3.69,0.08,Gordonbrock Primary School,0.28,Prendergast Ladywell School,5.0,2.0,"Substantial Victorian HomeConservation Area Border Lovingly RefurbishedHuge, Light Rooms Close To Multiple Transport Links Catchment For Fantastic Schools Plenty Of Victorian FeaturesEnergy Efficiency Rating - D"
392000.0,2023-04-14,N18 2RU,,N,Freehold,,10,INGLETON ROAD,,LONDON,HARINGEY,GREATER LONDON,A,2023.0,4.0,14.0,10 INGLETON ROAD,"10, Ingleton Road, London, Greater London N18 IRU",D,108.0,C,169.0,51.60821720000001,-0.0641393,4.5,10.1,5.65,5.07,4.6,4.53,4.88,74.9,,0.24,White Hart Lane,0.88,Cork Tree Retail Park,1.47,Waltham Forest Feel Good Centre,0.13,The Gym Group London Tottenham White Hart Lane,0.23,Florence Green Park,4.75,0.11,Brook House Primary School,0.62,Aylward Academy,2.0,1.0,Two Bedroom Terracedsituated of Fore StreetDouble Glazing WindowsGas Central Heating
887000.0,2024-03-27,NW11 8SN,Semi-detached,N,Freehold,,138,THE VALE,,LONDON,BARNET,GREATER LONDON,A,2024.0,3.0,27.0,138 THE VALE,"138, The Vale, London, Greater London Nw11 TSN",C,275.0,F,52.75,51.5646375,-0.2100867,5.25,4.0,5.83,5.39,4.96,4.8,5.16,,,0.26,Cricklewood,0.51,Brent South Shopping Park,0.32,The Manor Health & Leisure Club,0.23,David Lloyd Cricklewood Lane,0.16,Cricklewood Millennium Green,3.13,0.19,Childs Hill Primary School,0.91,Henrietta Barnett School,,,
32000.0,2023-01-27,NW11 8ES,Flat,N,Leasehold,FLAT 1,"FLAMINGO COURT, 3",WOODSTOCK ROAD,,LONDON,BARNET,GREATER LONDON,B,2023.0,1.0,27.0,"FLAT 1 FLAMINGO COURT, 3 WOODSTOCK ROAD","Flat 1, Flamingo Court, 3, Woodstock Road, London, Greater London Nw11 1ES",C,268.0,E,267.0,51.5717399,-0.1994032,3.5,10.1,6.02,5.66,5.14,5.01,5.26,67.8,,0.66,Cricklewood,0.66,Brent Cross Shopping Centre,0.42,Hendon Leisure centre,0.05,LowFlo,0.2,Childs Hill Park,3.22,0.23,Menorah Primary School,0.5,Henrietta Barnett School,,,
265000.0,2022-07-21,N18 2QZ,Apartment,N,Leasehold,,28,HERNE MEWS,,LONDON,ENFIELD,GREATER LONDON,A,2022.0,7.0,21.0,28 HERNE MEWS,"28, Herne Mews, London, Greater London N18 HQZ",D,99.0,C,108.8,51.6169315,-0.0603596,1.75,9.4,3.96,3.69,3.48,3.43,3.48,70.2,7886.0,0.2,Silver Street,0.29,South Mall,1.45,Chingford Leisure Centre,0.29,Angel Gardens Outdoor Gym,0.08,Craig Park,5.13,0.04,Brettenham Primary School,,,2.0,,
450000.0,2024-06-28,NW11 8EG,Flat,N,Leasehold,FLAT 7,106,HODFORD ROAD,,LONDON,BARNET,GREATER LONDON,A,2024.0,6.0,28.0,FLAT 7 106 HODFORD ROAD,"Flat 7, 106, Hodford Road, London, Greater London Nw11 7EG",E,186.0,D,267.0,51.5714273,-0.1966161,5.25,4.0,6.08,5.66,5.16,5.0,5.3,,,0.69,Cricklewood,0.74,Brent Cross Shopping Centre,0.5,Hendon Leisure centre,0.06,CrossFit Atara,0.21,Childs Hill Park,3.17,0.34,Wessex Gardens Primary School,0.47,Henrietta Barnett School,,,
775000.0,2022-04-12,NW11 8ES,Flat,N,Leasehold,FLAT 2,39,WOODSTOCK ROAD,,LONDON,BARNET,GREATER LONDON,A,2022.0,4.0,12.0,FLAT 2 39 WOODSTOCK ROAD,"Flat 2, 39, Woodstock Road, London, Greater London Nw11 2ES",C,268.0,E,267.0,51.5717399,-0.1994032,1.0,9.0,2.95,2.58,2.35,2.25,2.46,70.9,9633.0,0.66,Cricklewood,0.66,Brent Cross Shopping Centre,0.42,Hendon Leisure centre,0.05,LowFlo,0.2,Childs Hill Park,3.22,0.23,Menorah Primary School,0.5,Henrietta Barnett School,,,
265000.0,2023-09-01,N18 2RW,Terraced,N,Freehold,,1A,CLIVE AVENUE,,LONDON,ENFIELD,GREATER LONDON,B,2023.0,9.0,1.0,1A CLIVE AVENUE,"1A, Clive Avenue, London, Greater London N18 CRW",G,84.0,C,194.8,51.6096757,-0.0653337,5.25,6.7,6.75,6.37,5.91,5.93,6.14,67.9,,0.22,Silver Street,0.63,South Mall,1.53,Waltham Forest Feel Good Centre,0.18,The Gym Group London Tottenham White Hart Lane,0.21,Florence Green Park,4.79,0.07,St John & St James C of E Primary School,,,,,
345000.0,2022-01-28,E17 6HX,Terraced,N,Freehold,,36B,FARNBOROUGH AVENUE,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2022.0,1.0,28.0,36B FARNBOROUGH AVENUE,"36B, Farnborough Avenue, London, Greater London E17 FHX",C,135.0,C,46.7,51.5885131,-0.0359018,3.5,5.5,2.73,1.95,1.64,1.42,1.74,69.6,4627.0,0.15,Blackhorse Road,0.4,17&Central,0.58,Walthamstow Leisure Centre,0.08,Move Strong London,0.14,Stoneydown Park,4.41,0.11,Stoneydown Park Primary School,0.16,Willowfield School,,,
399000.0,2022-07-15,SE13 7GR,Flat,N,Leasehold,FLAT 79,"ROMA CORTE, 1",ELMIRA STREET,,LONDON,LEWISHAM,GREATER LONDON,B,2022.0,7.0,15.0,"FLAT 79 ROMA CORTE, 1 ELMIRA STREET","Flat 79, Roma Corte, 1, Elmira Street, London, Greater London Se13 7GR",B,64.0,C,366.0,51.4642299,-0.0154011,1.75,9.4,3.96,3.69,3.48,3.43,3.48,83.0,3841.0,0.08,Lewisham,0.14,Lewisham Shopping Centre,0.04,Glass Mill Leisure Centre,0.04,Crank Lewisham,0.06,River Mill Park,3.75,0.03,Prendergast Vale School,0.67,Prendergast Ladywell School,,,
320000.0,2023-04-06,SE13 7FW,Flat,N,Leasehold,FLAT 50,"VENICE CORTE, 2",ELMIRA STREET,,LONDON,LEWISHAM,GREATER LONDON,A,2023.0,4.0,6.0,"FLAT 50 VENICE CORTE, 2 ELMIRA STREET","Flat 50, Venice Corte, 2, Elmira Street, London, Greater London Se13 5FW",B,73.0,B,366.0,51.46418449999999,-0.0148416,4.5,10.1,5.65,5.07,4.6,4.53,4.88,74.0,,0.07,Lewisham,0.13,Lewisham Shopping Centre,0.03,Glass Mill Leisure Centre,0.03,Glass Mill Leisure Centre,0.05,River Mill Park,3.77,0.04,Prendergast Vale School,0.68,Prendergast Ladywell School,,,
305000.0,2022-05-27,SE13 7GP,Flat,N,Leasehold,FLAT 18,"ROMA CORTE, 1",ELMIRA STREET,,LONDON,LEWISHAM,GREATER LONDON,A,2022.0,5.0,27.0,"FLAT 18 ROMA CORTE, 1 ELMIRA STREET","Flat 18, Roma Corte, 1, Elmira Street, London, Greater London Se13 1GP",B,64.0,C,366.0,51.4642299,-0.0154011,1.0,9.1,3.2,2.85,2.63,2.55,2.72,83.0,3841.0,0.08,Lewisham,0.14,Lewisham Shopping Centre,0.04,Glass Mill Leisure Centre,0.04,Crank Lewisham,0.09,Confluence Park,3.75,0.03,Prendergast Vale School,0.67,Prendergast Ladywell School,,,
260000.0,2022-10-21,SE13 7PL,Flat,N,Leasehold,,51H,LEWISHAM HILL,,LONDON,LEWISHAM,GREATER LONDON,A,2022.0,10.0,21.0,51H LEWISHAM HILL,"51H, Lewisham Hill, London, Greater London Se13 LPL",C,145.0,B,49.0,51.4682702,-0.0091785,2.25,11.1,6.42,6.2,5.99,5.94,6.17,83.0,3841.0,0.16,Lewisham,0.29,Lewisham Shopping Centre,0.21,Glass Mill Leisure Centre,0.14,Baquba Gym,0.17,Confluence Park,3.82,0.17,Morden Mount Primary School,0.57,Addey and Stanhope School,,,
360000.0,2022-05-20,SE28 0LP,Terrace,N,Freehold,,45,TEASEL CRESCENT,,LONDON,GREENWICH,GREATER LONDON,B,2022.0,5.0,20.0,45 TEASEL CRESCENT,"45, Teasel Crescent, London, Greater London Se28 TLP",C,122.0,D,90.8,51.5015278,0.0939544,1.0,9.1,3.2,2.85,2.63,2.55,2.72,76.2,5886.0,0.57,Plumstead,0.34,Cannon Retail Park,0.48,Thamesmere Leisure Centre,0.48,Thamesmere Leisure Centre,0.1,Gallions Reach Park,6.19,0.05,Discovery Primary School,1.08,Riverside School,5.0,2.0,Very Well PresentedDriveway And GarageClose To StationSplit Over 3 Floors5 BedroomsModern KitchenGreat Location For SchoolsElizabeth Line NearbyGreat Road Links
